id	speed	impact
gb1	31.95947105	1.99746694
gb2	23.74660547	1.484162842
gb3	25.26019539	1.578762212
gb4	26.29446953	1.643404346
gb5	27.46091225	1.716307016
gb6	28.39712247	1.774820154
gb7	30.06234521	1.878896575
gb8	14.85411329	0.928382081
gb9	27.7149268	1.732182925
gb10	36.21224203	2.263265127
gb11	24.66649301	1.541655813
gb12	34.66864081	2.166790051
gb13	31.75160501	1.984475313
gb14	29.85497118	1.865935699
gb15	30.91226084	1.932016302
gb16	22.17471993	1.385919996
gb17	29.5773026	1.848581413
gb18	38.01973175	2.376233235
gb19	30.49173887	1.90573368
gb20	30.20686807	1.887929254
gb21	26.32915444	1.645572152
gb22	29.84593135	1.865370709
gb23	31.16173506	1.947608441
gb24	32.13193779	2.008246112
gb25	28.13595629	1.758497268
gb26	28.81772708	1.801107943
gb27	40.11845443	2.507403402
gb28	18.70823015	1.169264384
gb29	41.1472284	2.571701775
gb30	31.6878185	1.980488656
gb31	35.0003041	2.187519006
gb32	21.67917763	1.354948602
gb33	27.04982718	1.690614199
gb34	28.60967918	1.788104949
gb35	32.11357846	2.007098654
gb36	21.64899651	1.353062282
gb37	32.35817163	2.022385727
gb38	23.935764	1.49598525
gb39	30.33095024	1.89568439
gb40	33.26177944	2.078861215
gb41	31.63529984	1.97720624
gb42	35.41316752	2.21332297
gb43	35.03038555	2.189399097
gb44	26.74546132	1.671591332
gb45	31.28528079	1.955330049
gb46	25.27811097	1.579881935
gb47	23.39105739	1.461941087
gb48	34.62412967	2.164008104
gb49	30.00024925	1.875015578
gb50	29.72540543	1.857837839
